Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
09_2023;SUPER   MARIO;3;CPFTZA;AGOCIM;BRASIL;NÃO INSCRITA;A SER APURADO;2:30;28/ABR/2023;CANOA;INTERIOR;PESCA;VELA;DESAPARECIMENTO DE PESSOA;-2,90000000;-40,82972222;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
05_2023;BGM   H-12;3;CPNATL;CPNATL;BRASIL;1,02;64,07;-1:30;07/MAI/2023;NM GRANELEIRO;CABOTAGEM;CARGA;MOTOR;DERIVA DA EMBARCAÇÃO;-5,00000000;-37,15027778;0;0;0;1820023427;AÇO;
9_2023;ALTUS;4;CPSTNA;CPSTNA;CHIPRE;58,83;200;06:00;28/ABR/2023;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-0,01666667;-51,14166667;0;0;0;SOLAS -IMO  9650169;AÇO;
10_2023;Comte   Assis;4;CPSTNA;CPSTNA;BRASIL;83;18;09:30;07/MAI/2023;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-0,01666667;-51,34416667;2;0;0;211008672;AÇO;
22_2023;GIRASSOL   XXIV  -  A  SER;1;CPRIOJ;CPRIOJ;BRASIL;9,65;9,4;22:30;07/MAI/2023;LANCHA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-22,85000000;-43,13305556;0;0;0;3813892786;FIBRA;
003_2023;SEM   NOME;7;CPFBRA;CPFBRA;BRASIL;NÃO INSCRITA;A SER APURADO;15:00;07/ABR/2023;CHATA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-14,08333333;-48,18000000;0;0;0;NÃO INSCRITA;AÇO;
16_2023;EMANUELLY    S  -  SEM  NOME;1;CPVITO;CPVITO;BRASIL;0;5,3;3:32;10/MAI/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-20,31666667;-40,26861111;0;1;0;341M2020004022;FIBRA;
08_2023;TRUE  CONRAD;1;DLRUCA;DLRUCA;LIBÉRIA;108,237;299,98;-2:50;10/MAI/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-23,13333333;-44,06666667;0;0;0;SOLASIMO    9778430;AÇO;
10_2023;QUATRO   IRM ÃOS;4;CPLUIZ;CPLUIZ;BRASIL;31;26,5;12:30;07/ABR/2023;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;COLISÃO ;-2,75000000;-42,83555556;0;0;0;12188888201    9;AÇO;
07_2023;SEM   NOME;6;CFCUIA;CFCUIA;BRASIL;A SER APURADO;A SER APURADO;19:00;07/MAI/2023;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-17,05000000;-56,58638889;1;0;0;A SER APURADO;A SER APURADO;
22-A/2023;PORTO   RICO   S;8;CPSANT;CPSANT;BRASIL;19,8;14,3;8:30;09/MAI/2023;BARCO;CABOTAGEM;PESCA;MOTOR;ENCALHE;-0,81666667;-47,64750000;0;0;0;4430076367;MADEIRA;
22_2023;CHERNE   1;1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;7:00;10/MAI/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,41666667;-40,48000000;0;1;0;NÃO INSCRITA;AÇO;
10_2023;JESUS  ALEX;3;CPFTZA;AGOCIM;BRASIL;15;12,53;14:20;10/MAI/2023;BARCO;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,95000000;-39,72833333;0;0;1;1630046655;MADEIRA;NÃO POSSUI
23_2023;PETROBRAS    54;1;CPMCAE;CPMCAE;ILHAS MARSHALL;146,177;337,4;13:30;09/MAI/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,96666667;-39,82666667;0;1;0;381E005089;AÇO;
6_2023;Princesa;3;CPCIFE;CPCIFE;BRASIL;18;12;1:00;13/MAI/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-8,40000000;-32,40388889;0;0;0;1810029741;MADEIRA;NÃO POSSUI
01_2023;SEM   NOME;1;DLPIRA;DLPIRA;BRASIL;NÃO INSCRITA;A SER APURADO;09:00;14/MAI/2023;CANOA;A SER APURADO;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-17,30000000;-44,93277778;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
17_2023;NO  WOMAN    NO  CRY;1;CPVITO;CPVITO;HOLANDA;1,14;62,4;9:00;16/MAI/2023;DRAGA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;INCÊNDIO;-19,85000000;-40,06694444;0;0;0;121E000494;AÇO;
02_2023;SEM   NOME;1;DLPIRA;DLPIRA;BRASIL;NÃO INSCRITA;A SER APURADO;SE:R ;A /URADO/20;BOTE;A SER APURADO;SEM ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-18,35000000;-44,43722222;1;0;1;NÃO INSCRITA;ALUMÍNIO;
23_2023;P181822Z/MAI/2023;1;CPRIOJ;CPRIOJ;ITÁLIA;113,216;290;22:17;14/ABR/2023;NM DE PASSAGEIROS;LONGO-CURSO;PASSAGEIROS;MOTOR;EXPOR A RISCO;-22,88333333;-43,17111111;0;0;0;SOLAS -IMO  9479852;AÇO;
09_2023;SAN  MARINO   III;4;CFAREM;CFAREM;BRASIL;1,361;64,2;18:10;15/MAI/2023;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,30000000;-54,10555556;0;0;1;023.092.043  - 8;AÇO;
02_2023;SEM   NOME;4;CPPARN;CPPARN;BRASIL;0;A SER APURADO;9:30;15/MAI/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-4,76666667;-42,60750000;0;0;0;NÃO INSCRITA;FIBRA;
11_2023;AL  CAPONE;2;CPSALV;CPSALV;BRASIL;8;11;15:00;16/MAI/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-12,78333333;-38,49888889;0;0;0;9430154362;FIBRA;
03_2023;SEM   NOME;4;CPPARN;CPPARN;BRASIL;NÃO INSCRITA;24;10:00;21/MAI/2023;BARCO;INTERIOR;CARGA;MOTOR;ENCALHE;-0,91666667;-41,31500000;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
23_2023;MOCAMBO    -  SEM   NOME;9;CPNAUS;AGTINS;BRASIL;5;8;12:05;08/MAI/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-2,45000000;-57,32916667;0;1;0;120775468;ALUMÍNIO;
004_2023;WARIKAMAN     -  CT  27;9;CFINGA;CFINGA;BRASIL;1;8;16:30;27/ABR/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-4,21666667;-69,94388889;0;0;0;72246219;ALUMÍNIO;
06_2023;OSIRIS;8;CPAGUA;CPAGUA;MALTA;31,144;189,99;6:40;19/MAI/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOA;-1,60000000;-48,31083333;1;0;0;SOLAS  -IMO    9293674;AÇO;
12_2023;REI  ARTHUR   I;5;CPGRAN;AGNDAI;BRASIL;15;12,9;12:10;17/MAI/2023;BARCO;INTERIOR;PESCA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-6,15000000;-50,17583333;0;1;0;4418891935;MADEIRA;NÃO POSSUI
24_2023;BONIF ÁCIO  SACHETTE;9;CPNAUS;AGITAC;BRASIL;329;28;11:30;22/MAI/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;MORTE DE PESSOA;-4,41666667;-59,80055556;1;0;0;10216481;AÇO;
12_2023;SEM   NOME;2;CPSALV;CPSALV;BRASIL;0;3;11:00;21/MAI/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-12,31666667;-38,99055556;2;0;0;NÃO INSCRITA;FIBRA;
14_2023;SS  PESCADOS;5;CPGRAN;AGNDAI;BRASIL;73,1;23;17:00;23/MAI/2023;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-7,30000000;-50,08027778;1;0;0;4010449560;MADEIRA;POSSUI
06_2023;WALDEMIRO    LUSTOZA    X  -  OUTREAS;9;CFPVEL;AGHMTA;BRASIL;95;18,4;12:30;14/ABR/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO ;-5,80000000;-60,73333333;0;0;0;11469145;AÇO;
10_2023;LADY   PAM;1;DLANGR;DLANGR;BRASIL;18,4;14,85;15:00;25/MAI/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-23,03333333;-44,38611111;0;0;0;3813880290;FIBRA;
09_2023;TRIMAR   XVII  -  SANTA   CATARINA    XV;5;DCPJAI;DCPJAI;BRASIL;260;30,65;4:25;24/MAI/2023;BARCO;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;-2,90000000;-48,65111111;0;0;0;4430489009;AÇO;
24_2023;VITORIA   EM  CRISTO  I;1;CPRIOJ;CPRIOJ;BRASIL;0,1;6;12:30;19/MAI/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,93333333;-43,14750000;0;0;0;3813911837;MADEIRA;NÃO POSSUI
13_2023;SEM   NOME;5;CPGRAN;AGNDAI;BRASIL;NÃO INSCRITA;4,95;18:00;22/MAI/2023;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-5,31666667;-49,71138889;1;0;0;NÃO INSCRITA;ALUMÍNIO;
1_2023;JJS;8;DLPREP;DLPREP;BRASIL;0;5,84;SE:R ;A /URADO/MA;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-21,35000000;-51,86722222;0;0;0;402M2022001249;ALUMÍNIO;
_2023;R301822Z/MAI/2023;1;DLPIRA;DLPIRA;BRASIL;0;6;10:20;28/MAI/2023;BOTE;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,95000000;-41,00555556;1;0;1;941M2017002896;ALUMÍNIO;
18_2023;L  3602;1;CPVITO;CPVITO;BRASIL;12,189;110;SE:R ;A /URADO   ;CÁBREA;INTERIOR;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;;;0;1;0;3410389016;AÇO;
10_2023;BERTOLINI    C;4;CFAREM;CFAREM;BRASIL;312;30,55;13:44;26/JAN/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ATO DE PIRATARIA/ ASSALTO/ FURTO/ ROUBO;-3,60000000;-50,17583333;0;0;0;023.091.790  - 9;AÇO;
11_2023;O  SHALON;4;CPSTNA;CPSTNA;BRASIL;36;14,9;12:00;10/MAI/2023;BARCO;CABOTAGEM;PESCA;MOTOR;EMPREGO DA EMBARCAÇÃO EM ILÍCITO PENAL OU FAZENDÁRIO;1,60000000;-47,48833333;0;0;0;163004601;MADEIRA;NÃO POSSUI
06_2023;BATUTA   IV;3;CPNATL;CPNATL;BRASIL;68;21;16:04;25/MAI/2023;BARCO;CABOTAGEM;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-2,71666667;-32,95833333;0;0;0;4010128381;MADEIRA;POSSUI
19_2023;CHIPOLBROK    STAR;1;CPVITO;CPVITO;HONG KONG;24,142;199,8;20:0P;91/AI/2023;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;AVARIA NO CASCO;-20,31666667;-40,33722222;0;0;0;SOLAS -IMO  9432127;AÇO;
07_2023;FAM ÍLIA  I;8;CPAGUA;CPAGUA;BRASIL;1,6;6,7;1:10;30/MAI/2023;BARCO;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-1,75000000;-48,41000000;0;0;0;4430118523;MADEIRA;NÃO POSSUI
06_2023;LUANDA   V  -  SEM  nome;2;DLSEGU;DLSEGU;BRASIL;76;26,1;4:30;21/MAI/2023;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-16,43333333;-39,05944444;0;0;0;2930017490;MADEIRA;NÃO POSSUI
15_2023;YARA   I;5;CPGRAN;CPGRAN;BRASIL;332;49,65;6:30;31/MAI/2022;ROLL -ON-ROLL -OFF;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ENCALHE;-8,00000000;-52,05833333;0;0;0;4620169331;AÇO;
02_2023;CATA  VENTO;8;DLGUAI;DLGUAI;BRASIL;24;20;22:00;28/MAI/2023;BALSA;INTERIOR;PASSAGEIROS E CARGA;SEM PROPULSÃO;QUEDA DE VEÍCULO NA ÁGUA;-0,21666667;-53,33472222;0;0;1;9620028945;AÇO;
20_2023;CANOA;1;CPVITO;CPVITO;BRASIL;88;22,15; S:ER;A /A;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-20,31666667;-40,30861111;0;0;0;2810280428;MADEIRA;NÃO POSSUI
02_2023;Sunset;2;CFJUAZ;AGBJLP;BRASIL;0;3,31;19:10;27/MAI/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-11,05000000;-45,21000000;0;1;0;521M2022001684;FIBRA;
25_2023;NICOLAS   E  SOPHIA;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;A SER APURADO;3:45;07/ABR/2023;CANOA;INTERIOR;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-7,05000000;-71,72166667;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
16_2023;Barquinha    de  Jesus;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;23:00;27/MAI/2023;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,85000000;-46,53055556;1;0;0;NÃO INSCRITA;A SER APURADO;A SER APURADO
13_2023;Birat ã  I;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;06:00;05/ABR/2023;A SER APURADO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,45000000;-47,92916667;1;0;0;NÃO INSCRITA;A SER APURADO;
15_2023;Nova   vida  I -  Cleison;4;CPBLEM;CPBLEM;BRASIL;A SER APURADO;A SER APURADO;12:00;22/MAI/2023;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-2,08333333;-54,13888889;0;0;0;A SER APURADO;A SER APURADO;
14_2023;SEM   NOME;4;CPBLEM;CPBLEM;BRASIL;A SER APURADO;A SER APURADO;20:30;09/MAI/2023;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-0,80000000;-46,58138889;0;0;0;A SER APURADO;A SER APURADO;
24_2023;SKANDI   BUZIOS;1;CPMCAE;CPMCAE;NORUEGA;18,075;145,9;0:40;02/JUN/2023;SUPPLY;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;INCÊNDIO;-21,86666667;-41,01305556;0;0;0;381E011020;AÇO;
08_2023;ZOBAZEN;1;DLCABO;DLCABO;BRASIL;1,8;6,5;10:30;01/JUN/2023;BOTE;CABOTAGEM;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-22,98333333;-42,03777778;0;0;0;3810516261;BORRACHA;
12_2023;SIERRA   GUARDIAN    -  SEA   AQUARIUS;4;CPSTNA;CPSTNA;LIBÉRIA;41,458;199,96;06:10;02/JUN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;-0,06666667;-50,98000000;0;0;0;SOLAS -IMO  9913808;AÇO;
26_2023;MONTE   SINAI  IV;9;CPNAUS;CPNAUS;BRASIL;1,097;77;-1:00;29/MAI/2023;BALSA;INTERIOR;CARGA;MOTOR;COLISÃO ;-3,13333333;-59,94888889;0;0;0;10224424;AÇO;
05_2023;SAMBAQUI    II;5;DELUNA;DELUNA;BRASIL;17,7;12,48;13:00;31/MAI/2023;BALSA;INTERIOR;PASSAGEIROS E CARGA;SEM PROPULSÃO;QUEDA DE VEÍCULO NA ÁGUA;-4,16666667;-48,73194444;0;0;0;4440040012;AÇO;
_2023;PETROBRAS    48;1;CPMCAE;CPMCAE;PANAMÁ;135,729;321,8;14:30;04/JUN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,65000000;-40,24000000;0;1;0;382E00012    9;AÇO;
7_2023;Retorno   de  Deus  III;2;DLSEGU;DLSEGU;BRASIL;19,8;12,39;1:40;02/JUN/2023;BOTE;CABOTAGEM;PESCA;MOTOR;EMBORCAMENTO;-18,40000000;-39,04722222;0;0;0;3410234977;MADEIRA;NÃO POSSUI
26_2023;SS-45  ATLANTIC   STAR;1;CPMCAE;CPMCAE;BAHAMAS;10,607;99;17:20;06/JUN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,15000000;-39,94194444;0;1;0;387E00013    5;AÇO;
04_2023;SEM   NOME;7;CFATOC;CFATOC;BRASIL;A SER APURADO;A SER APURADO;12:45;09/JUN/2023;LANCHA;A SER APURADO;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-9,91666667;-48,35833333;0;1;0;A SER APURADO;A SER APURADO;
21_2023;SEA  BLACK;1;CPVITO;CPVITO;BRASIL;10;11,1;9:00;09/JUN/2023;LANCHA;CABOTAGEM;CARGA;MOTOR;ENCALHE;-20,78333333;-40,57583333;0;0;0;2818905869;MADEIRA;NÃO POSSUI
08_2023;SEM   NOME;6;CFCUIA;AGFSIN;BRASIL;NÃO INSCRITA;A SER APURADO;18:00;06/JUN/2023;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-11,85000000;-55,66305556;1;0;0;NÃO INSCRITA;FIBRA;
22_2023;Maresia   VI;1;CPVITO;CPVITO;BRASIL;2,1;6,5;9:00;10/JUN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO ;-20,63333333;-40,46166667;0;3;0;3820103783;FIBRA;
16_2023;BEKS   NORTH;5;CPGRAN;CPGRAN;ILHAS MARSHALL;33,331;190;-2:10;12/JUN/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO ;-8,05000000;-52,06750000;0;0;0;SOLAS -IMO  9581370;AÇO;
27_2023;MISTUREBA;9;CPNAUS;AGTEFE;BRASIL;54;43,8;13:00;06/JUN/2023;DRAGA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;EXPLOSÃO;-1,83333333;-65,60611111;1;0;2;31160034;AÇO;
14_2023;Mr  Sidney;4;CPBLEM;CPBLEM;EUA;2,998;85,34;05:00;30/ABR/2023;SUPPLY;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-1,40000000;-48,50361111;0;0;0;381E012433;AÇO;
18_2023;Corcovado;4;CPBLEM;CPBLEM;EUA;2,998;A SER APURADO;05:05;23/MAI/2023;A SER APURADO;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ ASSALTO/ FURTO/ ROUBO;-1,40000000;-48,50361111;0;0;0;021E003696;AÇO;
19_2023;SEM   NOME;4;CPBLEM;CPBLEM;BRASIL;A SER APURADO;A SER APURADO;20:40;11/JUN/2023;A SER APURADO;A SER APURADO;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,20000000;-48,59416667;0;0;0;A SER APURADO;A SER APURADO;
20_2023;C-Warrior;4;CPBLEM;CPBLEM;VANUATU;2,419;A SER APURADO;05:10;03/JUN/2023;SUPPLY;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ ASSALTO/ FURTO/ ROUBO;-1,40000000;-48,50361111;0;0;0;021E003661;AÇO;
07_2023;BOLA   DE  FOGO   -  FLEX  I;5;CFALEG;CFALEG;BRASIL;0;3,53;12:30;08/JUN/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-6,01666667;-51,25444444;0;0;0;421M2018003464;FIBRA;
07_2023;SEM   NOME;9;CFPVEL;AGHMTA;BRASIL;A SER APURADO;A SER APURADO;0:00;28/MAI/2023;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;ABALROAMENTO;-6,00000000;-61,01666667;1;0;0;A SER APURADO;A SER APURADO;
10_2023;BARRACUDA    III;3;CPCEIO;CPCEIO;BRASIL;38;22,5;11:00;08/JUN/2023;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE CARGA E/OU EQUIPAMENTO NA ÁGUA;-9,15000000;-35,29472222;0;0;0;241- 223726 - 3;AÇO;
2_2023;SAFADI   SEIF;5;CPFPOL;CPFPOL;BRASIL;30;15,2;23:00;16/JUN/2023;BARCO;CABOTAGEM;PESCA;MOTOR;EMBORCAMENTO;-3,50000000;-46,90000000;0;0;2;4430091919;MADEIRA;NÃO POSSUI
21_2023;Água  Branca   II;4;CPBLEM;CPBLEM;BRASIL;408;40,75;16:00;15/JUN/2023;BALSA;INTERIOR;CARGA;MOTOR;ENCALHE;-1,28333333;-48,48333333;0;0;0;11438614;AÇO;
08_2023;LH  LABARO   -  PAPOULA;5;CFALEG;CFALEG;BRASIL;255;29,5;19:00;16/JUN/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-6,35000000;-51,06805556;0;0;0;4430483027;AÇO;
12_2023;GURUPATUBA    III;4;CFAREM;CFAREM;BRASIL;497;48,14;20:20;06/JUN/2023;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,11666667;-55,24777778;1;0;0;210987944;AÇO;
11_2023;SEREIA;4;CFAREM;CFAREM;BRASIL;740;49,96;4:00;06/JUN/2023;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,40000000;-54,71027778;0;0;0;001.145.575  - 6;AÇO;
08_2023;SEM   NOME;9;CFPVEL;AGHMTA;BRASIL;A SER APURADO;A SER APURADO;8:30;28/MAI/2023;BOTE;INTERIOR;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-6,46666667;-59,79194444;1;0;0;A SER APURADO;ALUMÍNIO;
09_2023;ANA   CRISTINA;9;CFPVEL;AGACRE;BRASIL;18;19,5;16:00;06/JUN/2023;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;COLISÃO ;-8,58333333;-51,06805556;0;0;0;20081499;MADEIRA;A SER APURADO
07_2023;THAVISSON;3;CPNATL;CPNATL;BRASIL;38;15,5;-2:00;15/JUN/2023;LANCHA;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;0,26666667;-31,83333333;1;0;0;1820025055;MADEIRA;POSSUI
005_2023;NAVIGATOR    II;7;CPFBRA;CPFBRA;BRASIL;0;3,36;13:00;18/JUN/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,73333333;-47,86666667;1;0;0;524M2013003599;FIBRA;
_2023;PETROBRAS    43;1;CPMCAE;CPMCAE;PANAMÁ;135,729;320,8;16:30;17/JUN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,55000000;-40,25944444;0;1;0;381E004368;AÇO;
13_2023;DATTOLI   V;2;CPSALV;CPSALV;BRASIL;20;9;17:00;18/JUN/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;EMBORCAMENTO;-13,36666667;-39,06916667;0;0;0;2810258261;MADEIRA;NÃO POSSUI
06_2023;XEF;2;DLHEUS;DLHEUS;BRASIL;2,6;6,62;6:13;21/JUN/2023;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;EMBORCAMENTO;-14,91666667;-37,95972222;0;0;0;2210156947;FIBRA;
11_2023;SÃ O  GABRIEL;4;CPLUIZ;CPLUIZ;BRASIL;1,545;76;14:35;19/JUN/2023;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ENCALHE;-2,53333333;-44,45222222;0;0;0;12100055198    4;AÇO;
24-A/2023;CORCOVADO;8;CPSANT;CPSANT;LIBÉRIA;93,685;299,9;0:02;06/JUN/2023;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,91666667;-46,35166667;0;1;0;SOLAS -IMO  9687564;AÇO;
23-A/2023;RED  MARLIN;8;CPSANT;CPSANT;ILHAS MARSHALL;47,047;229;2:30;26/MAI/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO ;-23,93333333;-46,31222222;0;0;0;SOLAS -IMO  9738222;AÇO;
04_2023;SÃO  PEDRO   II;5;CPFPOL;CPFPOL;BRASIL;6;10,15;7:30;22/JUN/2023;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-3,58333333;-48,40194444;0;0;0;4410171372;MADEIRA;NÃO POSSUI
28_2023;SKANDI   RECIFE;1;CPMCAE;CPMCAE;BRASIL;14,957;139,9;18:12;20/JUN/2023;SUPPLY;APOIO MARÍTIMO;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,53333333;-40,22250000;0;1;0;3813910555;AÇO;
11_2023;SUZY  DEAR  -  GABRIEL   NETO;1;DLANGR;DLANGR;BRASIL;31;17,49;10:09;23/JUN/2023;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,13333333;-44,28527778;0;0;0;3810395161;FIBRA;
25_2023;AFFINITA;1;CPRIOJ;AGPRTI;BRASIL;1;12;12:00;10/JUN/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;VARAÇÃO;-23,20000000;-44,66638889;0;0;0;4420204516;FIBRA;
23_2023;STAR   HANSA;1;CPVITO;CPVITO;NORUEGA;32,749;199;15:55;23/JUN/2023;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-19,83333333;-40,05666667;0;0;0;SOLAS -IMO  9103128;AÇO;
